Date,IBM,AAPL,MSFT,INTC,HPQ
1995-04-06,15.550726,1.191316,2.990703,3.713132,3.878527
1995-04-07,15.573901,1.191316,2.97468,3.783701,3.907017
1995-04-10,15.944708,1.187264,3.030755,3.843417,3.988413
1995-04-11,16.083761,1.223733,3.081491,3.962842,3.992482
1995-04-12,16.153287,1.264254,3.060129,3.984563,3.980273
1995-04-13,16.014235,1.239941,3.097514,4.125702,4.020972
1995-04-17,16.29234,1.243993,3.305797,4.082274,4.102368
1995-04-18,16.361866,1.215629,3.279096,4.095844,4.167485
1995-04-19,16.153287,1.17916,3.252388,4.052416,4.102368
1995-04-20,16.500919,1.219681,3.215003,4.038845,4.167485
1995-04-21,16.987604,1.268306,3.204325,4.033418,4.167485
1995-04-24,17.335235,1.264254,3.32182,4.190845,4.26516
1995-04-25,17.358411,1.223733,3.417946,4.269496,4.2733
1995-04-26,17.659692,1.239941,3.401923,4.329249,4.248881
1995-04-27,17.960972,1.227785,3.359199,4.372704,4.281439
1995-04-28,17.543814,1.239941,3.492717,4.448755,4.305858
1995-05-01,17.080305,1.239941,3.508734,4.524798,4.183764
1995-05-02,17.219358,1.235889,3.399257,4.519368,4.191904
1995-05-03,17.474288,1.235889,3.455332,4.666032,4.395394
1995-05-04,17.427814,1.248046,3.482033,4.774671,4.362835
1995-05-05,17.311628,1.260202,3.417946,4.720348,4.338417
1995-05-08,17.427814,1.312879,3.412607,4.850714,4.362835
1995-05-09,17.404577,1.337192,3.409935,4.834417,4.362835
1995-05-10,17.451051,1.34327,3.3859,4.725785,4.436092
1995-05-11,17.520762,1.329087,3.476694,4.747506,4.444232
1995-05-12,17.543999,1.414181,3.449993,4.723067,4.452371
1995-05-15,17.660185,1.414181,3.474021,4.709487,4.623303
1995-05-16,17.590473,1.418234,3.626229,4.731215,4.525628
1995-05-17,17.636947,1.426338,3.674292,4.812696,4.574466
1995-05-18,17.311628,1.406077,3.615545,4.812696,4.468651
1995-05-19,17.358102,1.385817,3.647591,4.839854,4.387254
1995-05-22,17.706659,1.43039,3.727695,4.953923,4.501209
1995-05-23,18.078452,1.422286,3.781103,5.062561,4.607024
1995-05-24,17.869318,1.410129,3.738379,5.051694,4.566326
1995-05-25,17.985504,1.406077,3.813143,5.106017,4.509349
1995-05-26,17.660185,1.387634,3.738379,5.035403,4.354696
1995-05-30,17.21868,1.365285,3.546119,4.801829,4.208183
1995-05-31,17.288391,1.351063,3.618218,4.877872,4.297719
1995-06-01,17.520762,1.37138,3.594183,4.986518,4.419813
1995-06-02,17.451051,1.369348,3.551458,5.062561,4.517488
1995-06-05,16.963072,1.414045,3.62089,5.029973,4.493069
1995-06-06,16.986309,1.430299,3.551458,4.883309,4.444232
1995-06-07,16.707464,1.401855,3.588844,4.915898,4.460511
1995-06-08,16.614516,1.39576,3.594183,4.945774,4.541907
1995-06-09,16.568042,1.414045,3.626229,4.899607,4.517488
1995-06-12,16.777175,1.435883,3.578166,4.848003,4.48493
1995-06-13,17.05602,1.430299,3.583505,4.823556,4.541907
1995-06-14,17.288391,1.418109,3.580832,4.88874,4.598885
1995-06-15,17.288391,1.418109,3.626229,5.002809,4.729118
1995-06-16,17.21868,1.426235,3.717017,5.046264,4.916329
1995-06-19,17.427814,1.442489,3.837178,5.36675,4.978357
1995-06-20,18.1714,1.540009,3.903937,5.64921,4.986518
1995-06-21,18.055215,1.605023,3.866552,5.532423,4.896744
1995-06-22,18.124926,1.596896,3.925299,5.681805,5.011002
1995-06-23,18.33406,1.584706,3.893253,5.703526,4.921228
1995-06-26,18.264349,1.564389,3.834512,5.64921,4.847777
1995-06-27,17.729896,1.507502,3.711678,5.442793,4.888583
1995-06-28,17.869318,1.515629,3.754402,5.486249,4.839615
1995-06-29,18.031978,1.535946,3.818489,5.546002,4.823293
1995-06-30,17.846081,1.509534,3.861213,5.502546,4.864099
1995-07-03,18.148163,1.525787,3.885241,5.502546,4.896744
1995-07-05,17.985504,1.511566,3.874564,5.540572,4.970196
1995-07-06,18.380534,1.527819,3.962685,5.687236,5.157904
1995-07-07,18.49672,1.580643,4.085512,5.931671,5.215033
1995-07-10,18.705853,1.580643,4.22437,6.106849,5.280322
1995-07-11,18.543194,1.531882,4.122898,5.985993,5.182388
1995-07-12,18.89175,1.527819,4.267094,6.279314,5.312967
1995-07-13,19.286781,1.548136,4.277772,6.398814,5.45987
1995-07-14,19.310018,1.584706,4.427307,6.561775,5.39458
1995-07-17,19.937419,1.592833,4.656952,6.643256,5.386418
