Date,IBM,AAPL,MSFT,INTC,HPQ
2003-12-02,0.0514412149,0.0364550661,0.039755431,0.0308870488,0.032923828
2004-01-02,0.0542304788,0.0369232541,0.0415440596,0.0326542763,0.0340976068
2004-02-03,0.059389895,0.0371063543,0.0455787509,0.0350495765,0.0361835932
2004-03-04,0.0619008175,0.0376573228,0.0476830457,0.03551372,0.0411518989
2004-04-02,0.0700159109,0.0367918618,0.0527323666,0.0385807195,0.042329872
2004-05-04,0.0728384539,0.0390159691,0.0535069427,0.0399460921,0.0432213495
2004-06-03,0.0771531606,0.0391403339,0.0549051263,0.0414308031,0.0443754437
2004-07-06,0.0822377691,0.0395530831,0.0593436061,0.0432107523,0.0453923243
2004-08-04,0.0858733973,0.0395800002,0.0639315055,0.0432844896,0.0488675779
2004-09-02,0.0860209623,0.0378007368,0.0634520485,0.0420403045,0.0458345744
2004-10-04,0.0945082104,0.0405621518,0.0734662683,0.0434756951,0.0487022825
2004-11-02,0.0938472672,0.0406597425,0.0791062296,0.0433050441,0.0508007788
2004-12-02,0.0930535571,0.0409862288,0.080844665,0.0437816166,0.0518243756
2005-01-03,0.0938567179,0.0415755521,0.082957837,0.0446059758,0.052907025
2005-02-02,0.0978735052,0.0407633318,0.0861808885,0.0447439795,0.0569936086
2005-03-04,0.0965331553,0.0405492954,0.0872136491,0.0450125787,0.0574200112
2005-04-05,0.1056785176,0.0431513483,0.0963615995,0.0483231574,0.0584925633
2005-05-04,0.0840910971,0.0390668585,0.0947631026,0.0494943551,0.0578033407
2005-06-03,0.0791767461,0.0379991283,0.0939177737,0.0508372387,0.0565451976
2005-07-05,0.0789343998,0.0383479942,0.0973165381,0.051251293,0.0563828377
2005-08-03,0.0790719986,0.038365312,0.0948274714,0.0552367595,0.0581582513
2005-09-01,0.0811748773,0.0396743966,0.0987130822,0.0621168243,0.0635305032
2005-10-03,0.0807107216,0.0390435957,0.1013736676,0.0646422525,0.0640170011
2005-11-01,0.0818472762,0.0389888091,0.0997691578,0.0672640012,0.0628735806
2005-12-01,0.0834877105,0.0382566651,0.1015038819,0.0704860271,0.0648882654
2006-01-03,0.0839333303,0.0389546299,0.0994649448,0.0705963093,0.0647326659
2006-02-02,0.0838454175,0.0385370782,0.094977102,0.0647257047,0.0640869611
2006-03-06,0.0829196714,0.0369162325,0.0927100815,0.0675301066,0.05834605
2006-04-04,0.081471607,0.0358852181,0.0921149093,0.0689834032,0.0595270248
2006-05-04,0.0969229548,0.0392979265,0.0841312384,0.0706614669,0.0583986426
2006-06-05,0.1052786999,0.0397586165,0.0812391965,0.0694449505,0.0596948836
2006-07-05,0.1042558049,0.0400938902,0.0761266986,0.0652245285,0.0564278746
2006-08-03,0.1025264262,0.0403373321,0.0749890597,0.0616426707,0.0530006482
2006-09-01,0.1000789915,0.0406244045,0.0761627847,0.0601585806,0.0575858639
2006-10-03,0.0973549577,0.0410242431,0.0756179392,0.0591027217,0.0558569813
2006-11-01,0.0928320292,0.0430653986,0.0775144116,0.0588250758,0.0579517246
2006-12-01,0.0939286179,0.0438891731,0.0769920498,0.0583213625,0.0569619859
2007-01-04,0.0933992151,0.0437124131,0.0772656345,0.0585055509,0.0574509341
2007-02-05,0.0940189987,0.0444636296,0.0787700742,0.0613509826,0.0572994814
2007-03-07,0.0892071367,0.0462440552,0.0754191589,0.0582096602,0.0626545897
2007-04-05,0.0888766928,0.0492337154,0.0722908634,0.0572347082,0.0634747554
2007-05-07,0.0889941213,0.0497562203,0.0825363276,0.0578000256,0.068550842
2007-06-06,0.0847108874,0.0515179151,0.0862461527,0.0579953285,0.0709538875
2007-07-06,0.084342808,0.0518487708,0.0874543779,0.0601159696,0.0768900478
2007-08-06,0.0808394606,0.0507487169,0.0850163003,0.0608082218,0.0763120654
2007-09-05,0.078222512,0.043767571,0.0790511765,0.0562994631,0.0664558076
2007-10-04,0.0794934566,0.0437406131,0.07854704,0.0566957152,0.0674818429
2007-11-02,0.0795426063,0.0425109979,0.0673433342,0.0565105127,0.0654500503
2007-12-04,0.0655410073,0.0365790189,0.0611371453,0.0519934829,0.0568417875
2008-01-04,0.0598770649,0.034660199,0.0567822861,0.0455477331,0.0522507008
2008-02-05,0.0552665429,0.0339166039,0.0523730701,0.0393999909,0.0481566434
2008-03-06,0.0533561965,0.0332185214,0.0520047275,0.0392215352,0.0452001094
2008-04-07,0.0525226966,0.0316825985,0.0489312735,0.0367323818,0.0433394696
2008-05-06,0.0521332956,0.0290244781,0.0469619824,0.0351512281,0.0424241757
2008-06-05,0.0519793459,0.0303862511,0.0450273469,0.0344340389,0.0406828933
2008-07-07,0.0506908185,0.0300192894,0.0432898394,0.0335539427,0.040263108
2008-08-05,0.0516450186,0.0297495198,0.0413615546,0.0329710054,0.0404235433
2008-09-04,0.0514516104,0.0313895888,0.0411879149,0.0330611349,0.0417552889
2008-10-03,0.0449256011,0.0252170864,0.0368812408,0.0292583949,0.0374808319
2008-11-03,0.0369879609,0.0228185104,0.0278777681,0.0244867838,0.0288704732
2008-12-03,0.0330204588,0.021699827,0.0242444939,0.0220521487,0.025696158
2009-01-05,0.0319079114,0.0214887375,0.0234804539,0.0216250811,0.0254911933
2009-02-04,0.0305676516,0.0217608712,0.0226149503,0.021699994,0.0250699535
2009-03-06,0.0298080765,0.0213884653,0.0222619988,0.0209777164,0.0243543075
2009-04-06,0.0287789988,0.021054429,0.0214388521,0.0203684194,0.0233063171
2009-05-06,0.0288998935,0.0213205987,0.0213103721,0.0204372479,0.0230587308
2009-06-05,0.0286848713,0.021085862,0.0213420822,0.0203853806,0.0228871852
2009-07-07,0.0288241101,0.0213106594,0.0213606991,0.0205437283,0.0227900757
2009-08-05,0.0284633269,0.0216073883,0.0215504006,0.020534083,0.0228351736
2009-09-03,0.028651809,0.0216050793,0.0215379543,0.020729779,0.0228075267
2009-10-05,0.0303130319,0.024661786,0.0223225457,0.0219706357,0.0238631731
2009-11-03,0.0337875301,0.0287219842,0.0268085152,0.0252249013,0.0278362024
2009-12-03,0.041097898,0.0349803722,0.0327606962,0.0301260505,0.033701406
2010-01-05,0.0449778369,0.0367216895,0.0349215178,0.0323696323,0.0352406928
2010-02-04,0.0505448105,0.0367102057,0.0386277627,0.0344628823,0.0362488957
2010-03-08,0.0580895196,0.0397847336,0.0408522606,0.037900356,0.0413469274
2010-04-07,0.0701901939,0.0470944874,0.0516057361,0.0474069298,0.0506616961
2010-05-06,0.070466835,0.0458246776,0.0576286224,0.0488442341,0.0545589951
2010-06-07,0.0655060185,0.0441139022,0.0531416071,0.0444683641,0.0516682798
2010-07-07,0.0625571245,0.0423891584,0.0518335009,0.0438007353,0.0501231545
2010-08-05,0.06677679,0.0435549622,0.0545777974,0.0444594511,0.049661433
2010-09-03,0.0652811013,0.0438529086,0.0558610496,0.0437503457,0.0476110698
2010-10-05,0.0648148021,0.0441298506,0.0548834283,0.0436150887,0.0475646611
2010-11-03,0.0663306101,0.0444861586,0.0545440239,0.044677221,0.0478446833
2010-12-03,0.0655727831,0.044402399,0.0539847581,0.0463917541,0.0482869873
2011-01-04,0.0663910943,0.0460728549,0.0549232014,0.0473026678,0.0489397537
2011-02-03,0.0690101723,0.0503577254,0.0573223825,0.0509346389,0.0515469553
2011-03-07,0.0682057132,0.0512151083,0.0582342637,0.0510636581,0.0492007813
2011-04-05,0.0654522631,0.0493027874,0.0570136782,0.050608878,0.0480662669
2011-05-05,0.0685367825,0.0539659848,0.0582128272,0.0506120948,0.0504478821
2011-06-06,0.0801156882,0.0621538156,0.0654375109,0.0610842013,0.0549134988
2011-07-06,0.0861727702,0.0666028412,0.0694030024,0.06403622,0.0595529768
2011-08-04,0.0793169427,0.0618619453,0.0662215004,0.0622257868,0.0608295817
2011-09-02,0.0631297405,0.053498644,0.055476957,0.057064399,0.0407886755
2011-10-04,0.0591451144,0.0539810718,0.054067577,0.0541173145,0.0381357122
2011-11-02,0.0567019239,0.0517058076,0.0531631324,0.0524143854,0.03494365
2011-12-02,0.0541039212,0.0503139857,0.0510065125,0.0463484665,0.0326139545
2012-01-04,0.0524299309,0.0494387939,0.0497985633,0.0442738068,0.0319883086
2012-02-03,0.0523555026,0.0502173052,0.0495152456,0.0438727559,0.0316435722
2012-03-06,0.0535784603,0.0501429386,0.0488222866,0.0443680933,0.0321087612
2012-04-04,0.0547760458,0.0509379548,0.0491612084,0.0451143471,0.0323141976
2012-05-04,0.0528445067,0.0470721713,0.0491535925,0.0460484161,0.0318635166
2012-06-05,0.0526664901,0.0463906535,0.0485743683,0.0455646625,0.0310803462
2012-07-05,0.0516785041,0.0466878238,0.0473923265,0.04478913,0.0300811349
2012-08-03,0.0524379635,0.0475673029,0.0476250397,0.0451197959,0.0300869481
2012-09-04,0.0627309412,0.0554186003,0.0549905734,0.0486921048,0.0360371257
2012-10-03,0.0681686575,0.056380905,0.0582950828,0.0509212806,0.0370609104
2012-11-05,0.0703365738,0.0577859303,0.0601355645,0.0506251709,0.0407228419
2012-12-05,0.076523622,0.0566706833,0.0636337896,0.0556687285,0.0402547426
2013-01-07,0.0787920641,0.0539427218,0.062351949,0.0570861094,0.0401073867
2013-02-06,0.0815643846,0.0491842442,0.0653669384,0.0562652741,0.0407597231
2013-03-08,0.0791209216,0.0492419429,0.0669192809,0.0556889539,0.0389898394
2013-04-09,0.0798592042,0.0498951152,0.0677805666,0.054707613,0.0382259523
2013-05-08,0.0770522112,0.050846749,0.066229879,0.0555670841,0.0376632573
2013-06-07,0.0788880408,0.0530423923,0.0693039558,0.0576534832,0.0371923706
2013-07-09,0.0808978464,0.0538783973,0.0745191112,0.059442722,0.0383984362
2013-08-07,0.0857591325,0.0534930573,0.0680229001,0.0631973325,0.0383805147
2013-09-06,0.0873791239,0.0527622409,0.0653306758,0.0648648378,0.0385695458
2013-10-07,0.0860772251,0.052357466,0.0656493821,0.0676474351,0.0401374767
2013-11-05,0.0881201077,0.0552696372,0.0652348233,0.0704796633,0.039355476
2013-12-05,0.0907609217,0.0603003127,0.0667782796,0.074203977,0.0421534267
2014-01-07,0.0915109733,0.0654372471,0.069914288,0.0779301341,0.0442632729
2014-02-06,0.0886209911,0.0726346829,0.0664323797,0.0778411344,0.0436941726
2014-03-10,0.0890560547,0.0740237045,0.0665444583,0.0798301778,0.0465563597
2014-04-08,0.0848480477,0.0755078713,0.0644586754,0.0827981555,0.0467597923
2014-05-08,0.0917564293,0.0792137887,0.065823971,0.0854865388,0.0492714665
2014-06-09,0.0920652227,0.078495633,0.0651723948,0.0865031685,0.0542283764
2014-07-09,0.095292454,0.0819863522,0.0656654328,0.0882279916,0.054759099
2014-08-07,0.0940453565,0.086228959,0.0767059619,0.0760414576,0.0573153385
2014-09-08,0.0930881815,0.0880515173,0.081466967,0.0751355537,0.0611210897
2014-10-07,0.0919548349,0.0895197112,0.0806318821,0.0734909544,0.0580617218
2014-11-05,0.0927848788,0.0855415015,0.0764249131,0.0643076945,0.0597398793
2014-12-05,0.0930505194,0.0847940039,0.0779195704,0.0640939486,0.0650349089
2015-01-07,0.0864053173,0.076895316,0.0726957033,0.0613176371,0.0604777678
2015-02-06,0.0822105078,0.071572724,0.0608957688,0.0600027453,0.054734006
2015-03-10,0.0806410243,0.0700203823,0.0608091977,0.0580593826,0.0513182715
2015-04-09,0.0811720954,0.0687954234,0.0617393558,0.056643982,0.0523849107
2015-05-08,0.0776457087,0.0691257651,0.0567272367,0.0546410721,0.0515189342
2015-06-09,0.0768783304,0.0679609409,0.0565067763,0.0538329839,0.0516007043
2015-07-09,0.0761739565,0.0657743786,0.0558155161,0.0539350178,0.0521888128
2015-08-07,0.0731981881,0.062337783,0.0555227428,0.0586274119,0.053113083
2015-09-08,0.0630548306,0.0505262568,0.0469431477,0.0507817765,0.0489416075
2015-10-07,0.0613858868,0.0510560491,0.0464878957,0.05036873,0.0472711415
2015-11-05,0.0595648247,0.0500887503,0.0457858042,0.053498518,0.043484474
2015-12-07,0.0581603337,0.0493352278,0.0449350692,0.0533572447,0.0399626545
2016-01-07,0.0596652887,0.0492779486,0.0449268337,0.0527107925,0.0393948444
2016-02-08,0.0593234919,0.0473562495,0.0457213305,0.0486978065,0.0397149336
2016-03-09,0.0562491033,0.0469960891,0.0446859339,0.0482305195,0.0384776252
2016-04-08,0.0568273172,0.0467691895,0.0450966395,0.0491007647,0.038075909
2016-05-09,0.0575026589,0.0472812675,0.0467372011,0.0497880882,0.0383104018
2016-06-08,0.0570764775,0.0470965384,0.0466312024,0.0497756877,0.0378387887
